Gender,Race,Age,Work_Experience,Major,Grade_Point_Average,SAT_score,College_Rank,Job
Male,White,37,21,Computer Science,<=3,23,Non Elite,No Job
Male,African American,26,9,Non CS,<=3,45,Non Elite,No Job
Female,White,57,41,Non CS,<=3,33,Elite,Job
Female,White,35,18,Non CS,>3,88,Non Elite,No Job
Female,African American,58,41,Computer Science,>3,80,Elite,Job
Male,White,37,18,Non CS,>3,98,Non Elite,No Job
Female,White,50,31,Non CS,<=3,38,Non Elite,No Job
Female,White,51,32,Non CS,<=3,55,Non Elite,No Job
Male,White,51,35,Non CS,>3,73,Non Elite,Job
Female,White,41,25,Non CS,<=3,43,Non Elite,No Job
Male,White,58,39,Computer Science,<=3,66,Elite,Job
Male,White,34,17,Non CS,>3,60,Non Elite,No Job
Male,White,44,27,Non CS,<=3,30,Non Elite,No Job
Male,African American,41,22,Computer Science,<=3,26,Non Elite,No Job
Male,White,27,10,Computer Science,<=3,51,Non Elite,No Job
Female,White,38,22,Non CS,>3,59,Non Elite,No Job
Female,White,46,28,Non CS,<=3,40,Elite,No Job
Male,White,38,21,Computer Science,<=3,54,Non Elite,No Job
Male,White,43,24,Non CS,>3,64,Elite,Job
Female,White,34,14,Non CS,<=3,62,Non Elite,No Job
Male,African American,28,10,Computer Science,>3,71,Non Elite,No Job
Male,White,42,26,Non CS,<=3,41,Non Elite,No Job
Male,African American,27,8,Non CS,<=3,45,Non Elite,No Job
Male,White,45,25,Computer Science,<=3,59,Non Elite,Job
Female,African American,32,13,Non CS,<=3,36,Non Elite,No Job
Female,White,48,29,Non CS,<=3,52,Non Elite,No Job
Male,White,28,8,Non CS,<=3,52,Non Elite,No Job
Female,White,28,8,Non CS,<=3,52,Non Elite,No Job
Female,White,55,38,Non CS,>3,55,Non Elite,No Job
Female,White,32,13,Non CS,>3,90,Non Elite,No Job
Male,White,49,33,Non CS,<=3,64,Elite,Job
Female,White,57,40,Non CS,<=3,76,Non Elite,Job
Male,White,50,33,Non CS,<=3,43,Non Elite,No Job
Female,African American,57,39,Non CS,<=3,49,Non Elite,No Job
Male,White,29,12,Computer Science,>3,90,Elite,No Job
Male,White,37,17,Non CS,<=3,50,Elite,No Job
Female,White,58,38,Non CS,<=3,52,Non Elite,No Job
Male,White,44,28,Non CS,>3,70,Elite,No Job
Female,White,47,28,Non CS,<=3,17,Elite,No Job
Female,White,44,25,Non CS,<=3,55,Non Elite,No Job
Male,White,38,22,Non CS,<=3,65,Elite,No Job
Male,White,52,33,Non CS,>3,70,Non Elite,No Job
Female,African American,27,10,Non CS,>3,72,Elite,No Job
Male,White,27,8,Non CS,<=3,59,Elite,No Job
Female,African American,34,14,Non CS,<=3,68,Non Elite,No Job
Female,White,25,9,Non CS,>3,70,Elite,No Job
Female,White,36,20,Non CS,<=3,33,Elite,No Job
Male,African American,25,8,Computer Science,<=3,50,Non Elite,No Job
Female,White,26,8,Non CS,>3,59,Non Elite,No Job
Female,White,56,39,Non CS,<=3,74,Elite,Job
Male,White,54,34,Computer Science,>3,72,Non Elite,Job
Male,White,39,20,Computer Science,<=3,54,Elite,Job
Male,White,29,12,Non CS,>3,66,Elite,No Job
Female,White,52,34,Non CS,>3,65,Non Elite,Job
Female,White,50,33,Non CS,<=3,37,Non Elite,No Job
Male,White,42,25,Non CS,<=3,24,Non Elite,No Job
Male,White,47,28,Computer Science,<=3,51,Non Elite,No Job
Male,White,44,25,Non CS,>3,47,Non Elite,No Job
Male,White,45,28,Non CS,<=3,64,Elite,Job
Male,White,48,30,Computer Science,<=3,45,Elite,Job
Male,White,48,32,Computer Science,<=3,54,Non Elite,Job
Male,White,51,32,Computer Science,<=3,13,Non Elite,Job
Male,White,48,28,Computer Science,>3,57,Non Elite,No Job
Male,White,39,22,Non CS,>3,79,Elite,No Job
Female,White,44,24,Non CS,>3,77,Elite,No Job
Female,White,49,33,Non CS,>3,49,Non Elite,No Job
Male,White,40,21,Non CS,<=3,74,Non Elite,No Job
Female,White,42,25,Non CS,<=3,49,Non Elite,No Job
Male,White,59,42,Non CS,<=3,43,Elite,No Job
Male,White,54,35,Computer Science,<=3,67,Elite,No Job
Male,White,30,13,Computer Science,<=3,36,Elite,No Job
Male,White,46,30,Non CS,<=3,38,Non Elite,No Job
Female,White,32,16,Non CS,<=3,61,Non Elite,No Job
Male,White,52,32,Non CS,<=3,41,Non Elite,No Job
Female,White,50,31,Non CS,<=3,49,Non Elite,No Job
Female,African American,28,12,Non CS,>3,61,Elite,No Job
Female,White,42,22,Non CS,>3,90,Non Elite,No Job
Male,White,46,28,Computer Science,<=3,33,Elite,No Job
Female,White,37,18,Computer Science,>3,96,Elite,No Job
Male,White,54,36,Non CS,<=3,57,Non Elite,No Job
Male,White,36,18,Non CS,<=3,70,Non Elite,No Job
Male,White,32,14,Non CS,>3,68,Elite,No Job
Male,White,44,25,Non CS,<=3,34,Elite,No Job
Male,White,31,14,Non CS,<=3,67,Elite,No Job
Male,White,55,39,Computer Science,<=3,55,Non Elite,No Job
Male,White,27,8,Non CS,<=3,25,Non Elite,No Job
Female,White,49,29,Non CS,<=3,59,Non Elite,No Job
Male,White,29,11,Non CS,<=3,37,Elite,No Job
Male,White,46,29,Non CS,>3,80,Non Elite,No Job
Male,White,57,39,Non CS,<=3,31,Elite,Job
Male,White,38,22,Non CS,<=3,48,Non Elite,No Job
Female,African American,27,11,Non CS,>3,66,Elite,No Job
Female,White,39,23,Non CS,<=3,35,Non Elite,No Job
Male,White,45,26,Non CS,<=3,34,Non Elite,No Job
Female,White,34,18,Non CS,<=3,47,Non Elite,No Job
Female,White,48,30,Computer Science,<=3,58,Elite,No Job
Female,White,41,25,Non CS,<=3,44,Non Elite,No Job
Male,White,26,9,Non CS,>3,59,Elite,No Job
Female,White,35,18,Non CS,<=3,68,Elite,No Job
Female,White,53,37,Non CS,<=3,29,Non Elite,No Job
Female,White,42,26,Non CS,>3,81,Elite,No Job
Male,White,36,16,Non CS,<=3,58,Non Elite,No Job
Male,White,57,39,Non CS,>3,85,Elite,Job
Female,White,25,7,Computer Science,<=3,43,Elite,No Job
Female,White,50,32,Non CS,<=3,40,Elite,No Job
Male,White,33,13,Non CS,>3,67,Non Elite,No Job
Male,White,36,19,Non CS,<=3,31,Non Elite,No Job
Female,White,45,28,Non CS,<=3,46,Elite,No Job
Male,White,49,33,Non CS,<=3,42,Elite,No Job
Male,African American,50,34,Non CS,>3,64,Non Elite,Job
Male,White,35,16,Non CS,<=3,33,Elite,No Job
Female,African American,47,31,Non CS,<=3,38,Non Elite,No Job
Male,White,41,21,Computer Science,>3,46,Elite,Job
Male,White,32,12,Non CS,<=3,54,Non Elite,No Job
Female,White,51,32,Non CS,>3,83,Non Elite,No Job
Female,White,47,28,Computer Science,<=3,69,Elite,No Job
Female,White,44,25,Non CS,<=3,27,Elite,No Job
Female,White,34,18,Non CS,<=3,30,Elite,No Job
Female,White,30,14,Non CS,<=3,64,Elite,No Job
Female,White,30,13,Non CS,<=3,67,Elite,No Job
Male,White,34,15,Computer Science,<=3,48,Non Elite,No Job
Male,White,57,39,Non CS,<=3,17,Non Elite,Job
Female,White,26,8,Non CS,<=3,55,Elite,No Job
Female,White,50,30,Non CS,>3,72,Non Elite,No Job
Male,White,40,23,Non CS,>3,84,Elite,No Job
Female,White,39,19,Computer Science,>3,74,Elite,Job
Male,White,58,39,Computer Science,>3,67,Elite,Job
Female,African American,53,34,Non CS,>3,73,Non Elite,No Job
Female,White,42,23,Non CS,<=3,58,Elite,No Job
Male,White,51,35,Non CS,<=3,64,Non Elite,No Job
Male,White,59,40,Non CS,<=3,48,Non Elite,Job
Male,White,31,11,Non CS,>3,57,Elite,No Job
Male,White,46,27,Non CS,>3,70,Elite,No Job
Female,White,31,11,Non CS,>3,94,Non Elite,No Job
Female,White,40,20,Non CS,<=3,42,Elite,No Job
Female,African American,33,14,Non CS,>3,80,Non Elite,No Job
Male,White,58,39,Computer Science,<=3,39,Elite,Job
Male,White,44,25,Non CS,>3,54,Elite,No Job
Male,White,56,36,Non CS,<=3,50,Elite,No Job
Male,White,41,24,Non CS,<=3,36,Non Elite,No Job
Male,White,45,28,Computer Science,<=3,48,Non Elite,No Job
Female,White,28,8,Non CS,<=3,39,Elite,No Job
Male,White,35,16,Computer Science,>3,79,Non Elite,No Job
Female,White,46,29,Non CS,<=3,44,Elite,No Job
Female,White,59,43,Non CS,>3,63,Non Elite,No Job
Male,White,39,22,Non CS,>3,59,Non Elite,No Job
Male,White,45,28,Non CS,<=3,59,Non Elite,No Job
Female,White,54,36,Computer Science,<=3,30,Elite,Job
Male,White,28,9,Non CS,<=3,26,Non Elite,No Job
Male,White,39,21,Non CS,>3,52,Non Elite,No Job
Male,White,59,42,Computer Science,>3,95,Elite,Job
Female,White,30,10,Non CS,<=3,64,Non Elite,No Job
Female,African American,40,22,Non CS,<=3,59,Elite,No Job
Male,White,40,20,Computer Science,>3,49,Elite,No Job
Male,White,59,41,Non CS,<=3,41,Non Elite,Job
Male,White,33,14,Non CS,<=3,36,Elite,No Job
Female,White,39,22,Non CS,<=3,56,Elite,No Job
Male,White,39,19,Computer Science,<=3,27,Elite,No Job
Male,White,54,37,Non CS,<=3,71,Non Elite,Job
Female,White,29,12,Non CS,<=3,76,Elite,No Job
Male,White,42,24,Non CS,<=3,67,Elite,No Job
Female,White,49,33,Non CS,<=3,56,Non Elite,Job
Male,African American,44,28,Computer Science,<=3,17,Non Elite,Job
Male,African American,54,38,Computer Science,<=3,40,Non Elite,Job
Female,White,52,35,Non CS,<=3,39,Non Elite,Job
Male,African American,42,26,Computer Science,<=3,51,Elite,Job
Female,African American,31,14,Non CS,<=3,57,Non Elite,No Job
Female,White,48,29,Non CS,<=3,63,Elite,No Job
Female,White,46,29,Non CS,<=3,30,Non Elite,No Job
Female,White,27,9,Non CS,<=3,53,Non Elite,No Job
Male,White,25,8,Non CS,>3,63,Elite,No Job
Male,White,35,15,Non CS,<=3,32,Non Elite,No Job
Female,White,28,12,Non CS,>3,72,Elite,No Job
Female,White,43,25,Non CS,>3,81,Non Elite,No Job
Female,White,26,7,Non CS,>3,53,Non Elite,No Job
Male,White,58,38,Non CS,<=3,53,Elite,No Job
Male,White,32,15,Non CS,<=3,65,Non Elite,No Job
Female,White,30,11,Non CS,>3,71,Elite,No Job
Female,White,49,30,Non CS,>3,61,Non Elite,No Job
Male,White,29,13,Computer Science,>3,60,Elite,Job
Male,White,35,18,Non CS,>3,90,Elite,No Job
Female,White,35,16,Non CS,<=3,54,Non Elite,No Job
Male,White,34,18,Non CS,>3,50,Non Elite,No Job
Male,White,46,29,Computer Science,<=3,17,Non Elite,No Job
Male,White,26,9,Non CS,<=3,72,Non Elite,No Job
Male,African American,27,9,Computer Science,<=3,39,Non Elite,No Job
Female,African American,32,15,Computer Science,>3,91,Non Elite,No Job
Male,White,26,7,Non CS,>3,51,Elite,No Job
Male,White,46,26,Non CS,<=3,13,Non Elite,No Job
Male,African American,27,11,Non CS,<=3,36,Non Elite,No Job
Female,White,30,10,Non CS,<=3,46,Elite,No Job
Female,White,59,41,Non CS,<=3,27,Non Elite,No Job
Male,White,42,25,Computer Science,>3,75,Elite,Job
Male,White,34,15,Non CS,<=3,64,Non Elite,No Job
Female,White,54,34,Non CS,<=3,45,Non Elite,No Job
Female,White,52,35,Non CS,<=3,47,Non Elite,No Job
Male,White,50,31,Non CS,<=3,28,Elite,No Job
Female,White,40,24,Non CS,<=3,62,Non Elite,No Job
Male,White,35,15,Computer Science,<=3,42,Non Elite,No Job
Male,White,51,32,Computer Science,<=3,46,Non Elite,Job
Female,White,28,8,Non CS,>3,72,Elite,No Job
Female,White,25,5,Non CS,<=3,60,Non Elite,No Job
Male,White,57,37,Non CS,<=3,39,Elite,Job
Male,African American,47,31,Computer Science,<=3,33,Non Elite,Job
Female,White,34,14,Non CS,>3,52,Non Elite,No Job
Male,White,46,27,Computer Science,>3,69,Elite,Job
Male,White,53,36,Non CS,<=3,28,Elite,No Job
Male,White,25,6,Computer Science,>3,61,Non Elite,No Job
Male,African American,53,36,Non CS,>3,67,Elite,No Job
Male,White,33,15,Computer Science,<=3,64,Non Elite,No Job
Female,White,43,26,Non CS,<=3,70,Elite,No Job
Male,White,53,33,Non CS,>3,59,Non Elite,No Job
Male,White,45,29,Non CS,<=3,46,Elite,Job
Male,White,52,36,Non CS,<=3,58,Non Elite,Job
Male,White,40,23,Computer Science,<=3,50,Non Elite,Job
Female,White,41,23,Non CS,<=3,47,Non Elite,No Job
Male,White,40,24,Computer Science,>3,55,Non Elite,Job
Female,White,47,30,Non CS,>3,78,Elite,No Job
Male,White,41,24,Computer Science,<=3,69,Elite,No Job
Male,African American,50,34,Non CS,>3,73,Non Elite,No Job
Female,White,30,10,Non CS,<=3,23,Non Elite,No Job
Male,White,32,15,Computer Science,<=3,51,Non Elite,No Job
Male,White,52,36,Non CS,<=3,36,Non Elite,Job
Female,White,50,30,Non CS,<=3,57,Non Elite,No Job
Male,White,31,13,Non CS,<=3,55,Non Elite,No Job
Female,White,30,11,Non CS,<=3,23,Non Elite,No Job
Male,White,37,21,Non CS,<=3,24,Non Elite,No Job
Female,White,44,24,Non CS,<=3,70,Non Elite,No Job
Male,White,52,35,Non CS,<=3,38,Non Elite,No Job
Male,African American,58,41,Non CS,<=3,17,Non Elite,Job
Male,White,48,32,Non CS,>3,77,Elite,Job
Male,White,46,27,Non CS,<=3,57,Elite,Job
Female,White,49,33,Non CS,<=3,36,Elite,No Job
Male,African American,33,16,Non CS,<=3,44,Non Elite,No Job
Male,White,31,14,Computer Science,<=3,51,Non Elite,No Job
Female,White,34,17,Non CS,>3,44,Non Elite,No Job
Female,White,58,41,Non CS,<=3,59,Elite,Job
Male,White,34,17,Computer Science,<=3,73,Elite,No Job
Male,African American,34,14,Non CS,>3,48,Non Elite,No Job
Female,White,57,40,Non CS,<=3,51,Non Elite,No Job
Male,African American,53,37,Non CS,>3,83,Elite,No Job
Male,White,46,26,Non CS,<=3,69,Non Elite,No Job
Female,White,42,25,Non CS,<=3,68,Elite,No Job
Male,African American,55,39,Non CS,<=3,52,Non Elite,No Job
Male,White,54,38,Non CS,<=3,33,Non Elite,No Job
Male,White,33,14,Non CS,>3,85,Elite,No Job
Male,White,28,12,Non CS,<=3,80,Elite,No Job
Female,White,42,23,Non CS,<=3,17,Non Elite,No Job
Male,White,41,21,Non CS,<=3,68,Non Elite,No Job
Male,White,48,32,Computer Science,<=3,19,Non Elite,No Job
Male,African American,54,37,Non CS,<=3,37,Non Elite,No Job
Female,African American,31,14,Non CS,<=3,49,Non Elite,No Job
Male,White,45,26,Computer Science,<=3,52,Non Elite,No Job
Male,African American,49,31,Non CS,<=3,21,Non Elite,No Job
Male,White,40,21,Computer Science,>3,74,Elite,No Job
Male,White,36,20,Non CS,<=3,35,Non Elite,No Job
Male,White,35,19,Non CS,>3,83,Elite,No Job
Female,White,41,24,Computer Science,<=3,47,Non Elite,No Job
Male,White,26,9,Non CS,>3,79,Elite,No Job
Male,White,36,19,Computer Science,>3,94,Elite,Job
Male,White,50,31,Computer Science,<=3,27,Non Elite,No Job
Male,White,45,27,Non CS,<=3,32,Non Elite,Job
Male,White,36,19,Non CS,<=3,27,Elite,No Job
Female,African American,54,35,Non CS,<=3,55,Elite,Job
Male,African American,59,43,Computer Science,>3,89,Elite,Job
Male,White,30,14,Computer Science,<=3,36,Non Elite,No Job
Male,African American,47,29,Non CS,>3,90,Non Elite,Job
Male,White,29,12,Non CS,<=3,39,Non Elite,No Job
Male,White,53,34,Computer Science,<=3,48,Non Elite,Job
Female,White,34,16,Non CS,>3,69,Elite,No Job
Male,White,55,35,Computer Science,<=3,64,Non Elite,No Job
Male,White,44,28,Non CS,<=3,67,Elite,No Job
Male,White,39,21,Non CS,>3,65,Elite,Job
Male,White,57,37,Non CS,<=3,46,Non Elite,Job
Male,White,43,24,Computer Science,<=3,41,Non Elite,No Job
Female,White,36,19,Non CS,<=3,42,Non Elite,No Job
Male,White,37,21,Non CS,<=3,52,Non Elite,No Job
Female,African American,40,20,Non CS,<=3,23,Non Elite,No Job
Male,White,52,32,Non CS,<=3,42,Non Elite,Job
Male,White,51,33,Non CS,<=3,27,Non Elite,Job
Female,White,56,38,Non CS,<=3,65,Non Elite,No Job
Female,White,44,25,Non CS,<=3,68,Non Elite,No Job
Male,White,37,17,Computer Science,>3,52,Elite,No Job
Female,White,35,17,Non CS,<=3,46,Non Elite,No Job
Female,White,55,35,Non CS,<=3,66,Non Elite,Job
Female,White,53,35,Non CS,>3,66,Elite,Job
Male,White,52,34,Non CS,<=3,42,Non Elite,No Job
Male,White,39,23,Non CS,<=3,36,Non Elite,No Job
Female,White,47,30,Non CS,<=3,29,Non Elite,No Job
Male,White,42,23,Non CS,<=3,21,Non Elite,No Job
Female,White,33,14,Non CS,<=3,54,Non Elite,No Job
Female,White,48,31,Non CS,<=3,62,Elite,No Job
Male,White,40,23,Computer Science,<=3,40,Non Elite,No Job
Male,White,52,32,Non CS,<=3,38,Non Elite,No Job
Male,African American,43,23,Non CS,<=3,41,Non Elite,No Job
Male,White,50,31,Computer Science,<=3,60,Non Elite,Job
Male,White,36,19,Non CS,>3,82,Non Elite,No Job
Female,White,31,14,Non CS,<=3,34,Non Elite,No Job
Female,White,25,6,Non CS,>3,95,Elite,No Job
Male,White,59,39,Non CS,>3,57,Elite,Job
Female,White,44,24,Non CS,>3,82,Non Elite,No Job
Male,White,33,13,Non CS,<=3,44,Elite,No Job
Male,White,36,16,Non CS,<=3,42,Non Elite,No Job
Male,White,46,26,Non CS,<=3,56,Non Elite,No Job
Female,White,37,20,Non CS,<=3,36,Non Elite,No Job
Female,White,55,35,Non CS,<=3,49,Elite,No Job
Male,African American,46,27,Non CS,<=3,78,Non Elite,No Job
Female,White,51,34,Non CS,>3,70,Elite,Job
Male,White,36,16,Non CS,<=3,63,Elite,No Job
Male,White,39,21,Non CS,>3,66,Elite,No Job
Male,White,41,22,Computer Science,<=3,58,Non Elite,No Job
Male,White,37,18,Computer Science,<=3,47,Non Elite,No Job
Male,White,26,10,Computer Science,<=3,51,Elite,No Job
Female,African American,59,43,Non CS,>3,77,Elite,Job
Male,White,33,17,Non CS,<=3,59,Elite,No Job
Male,African American,40,22,Non CS,<=3,56,Non Elite,No Job
Male,White,56,39,Computer Science,<=3,44,Elite,Job
Female,White,41,23,Non CS,<=3,49,Non Elite,No Job
Male,White,59,43,Computer Science,<=3,40,Non Elite,Job
Female,White,57,39,Non CS,>3,61,Non Elite,Job
Male,White,47,28,Non CS,<=3,66,Elite,Job
Female,White,54,35,Non CS,<=3,54,Non Elite,No Job
Female,White,57,41,Non CS,<=3,59,Non Elite,No Job
Male,White,33,14,Non CS,>3,75,Elite,No Job
Male,White,53,33,Computer Science,<=3,81,Elite,Job
Female,White,55,35,Non CS,<=3,41,Non Elite,No Job
Male,White,25,9,Computer Science,<=3,49,Non Elite,No Job
Male,White,54,34,Non CS,<=3,37,Non Elite,No Job
Female,White,35,15,Non CS,>3,59,Elite,No Job
Female,African American,50,34,Non CS,<=3,55,Non Elite,No Job
Male,African American,39,19,Non CS,<=3,55,Elite,No Job
Male,White,51,34,Non CS,>3,78,Elite,No Job
Male,African American,34,17,Non CS,>3,91,Elite,No Job
Male,White,25,6,Non CS,<=3,39,Non Elite,No Job
Female,White,58,41,Non CS,<=3,44,Non Elite,No Job
Female,White,47,30,Computer Science,<=3,21,Elite,Job
Female,White,46,27,Computer Science,>3,76,Elite,Job
Male,White,25,9,Non CS,<=3,46,Non Elite,No Job
Female,White,34,17,Non CS,<=3,31,Non Elite,No Job
Female,White,59,43,Non CS,<=3,48,Non Elite,No Job
Male,White,53,36,Non CS,>3,77,Elite,Job
Female,White,31,11,Non CS,<=3,61,Non Elite,No Job
Male,White,35,19,Non CS,<=3,50,Non Elite,No Job
Male,White,33,13,Non CS,<=3,51,Elite,No Job
Female,White,59,40,Non CS,<=3,20,Non Elite,No Job
Male,White,26,8,Computer Science,<=3,51,Non Elite,No Job
Male,White,54,38,Non CS,<=3,62,Non Elite,No Job
Male,White,32,12,Non CS,<=3,52,Elite,No Job
Male,White,34,16,Computer Science,>3,52,Elite,No Job
Female,White,25,5,Non CS,>3,63,Non Elite,No Job
Female,White,38,22,Non CS,<=3,32,Non Elite,No Job
Female,African American,47,31,Non CS,<=3,29,Non Elite,No Job
Female,White,25,9,Non CS,<=3,17,Non Elite,No Job
Male,African American,59,40,Computer Science,<=3,59,Elite,Job
Female,White,31,13,Non CS,<=3,53,Elite,No Job
Male,White,33,15,Non CS,>3,56,Non Elite,No Job
Male,White,28,9,Computer Science,>3,83,Elite,No Job
Male,White,40,24,Computer Science,<=3,17,Non Elite,No Job
Female,White,42,23,Non CS,<=3,35,Non Elite,No Job
Male,African American,46,27,Non CS,>3,55,Elite,No Job
Female,White,49,33,Non CS,<=3,53,Non Elite,No Job
Female,White,47,27,Non CS,<=3,37,Non Elite,No Job
Male,White,36,20,Computer Science,>3,85,Non Elite,Job
Male,White,47,28,Non CS,<=3,54,Non Elite,No Job
Female,White,54,38,Non CS,<=3,39,Non Elite,No Job
Male,White,27,9,Non CS,>3,72,Elite,No Job
Male,White,57,41,Non CS,<=3,60,Non Elite,No Job
Male,White,43,27,Non CS,>3,64,Non Elite,No Job
Female,White,42,22,Non CS,<=3,32,Non Elite,No Job
Male,White,57,41,Non CS,<=3,68,Non Elite,Job
Male,White,55,37,Non CS,<=3,26,Non Elite,No Job
Male,White,51,31,Non CS,>3,58,Non Elite,Job
Male,White,59,43,Computer Science,>3,69,Non Elite,Job
Female,African American,43,27,Non CS,<=3,41,Non Elite,No Job
Male,White,38,22,Non CS,<=3,53,Elite,No Job
Female,African American,26,9,Non CS,<=3,67,Elite,No Job
Female,White,37,17,Non CS,<=3,29,Non Elite,No Job
Male,African American,50,34,Computer Science,<=3,58,Non Elite,Job
Female,White,59,39,Non CS,<=3,35,Non Elite,No Job
Female,White,51,34,Non CS,<=3,42,Elite,No Job
Female,White,47,27,Non CS,>3,74,Elite,No Job
Female,White,31,14,Non CS,>3,76,Non Elite,No Job
Male,White,25,8,Non CS,<=3,31,Non Elite,No Job
Male,White,42,23,Computer Science,>3,84,Non Elite,Job
Male,White,39,23,Non CS,<=3,61,Non Elite,No Job
Female,White,30,11,Computer Science,<=3,56,Non Elite,No Job
Female,White,26,7,Non CS,<=3,30,Elite,No Job
Female,White,31,15,Non CS,>3,77,Elite,No Job
Female,White,36,18,Non CS,>3,54,Non Elite,No Job
Male,White,58,41,Non CS,<=3,45,Non Elite,Job
Male,White,31,14,Non CS,<=3,44,Non Elite,No Job
Female,White,36,20,Non CS,>3,96,Non Elite,No Job
Male,White,58,40,Non CS,>3,80,Elite,No Job
Male,White,52,36,Non CS,<=3,45,Non Elite,Job
Male,White,26,8,Non CS,<=3,48,Non Elite,No Job
Female,White,27,11,Non CS,<=3,49,Non Elite,No Job
Female,White,38,20,Non CS,>3,77,Elite,No Job
Female,African American,35,15,Non CS,<=3,39,Non Elite,No Job
Male,White,47,30,Non CS,>3,97,Non Elite,No Job
Female,White,46,28,Non CS,<=3,75,Elite,No Job
Male,White,51,31,Computer Science,<=3,44,Non Elite,Job
Male,White,33,15,Computer Science,<=3,45,Elite,No Job
Male,White,39,21,Non CS,<=3,23,Elite,No Job
Male,White,29,10,Non CS,<=3,29,Non Elite,No Job
Male,White,49,33,Computer Science,>3,77,Elite,Job
Female,White,41,22,Non CS,<=3,43,Elite,No Job
Male,White,46,30,Computer Science,<=3,33,Elite,Job
Male,White,34,15,Non CS,<=3,60,Elite,No Job
Male,African American,30,11,Non CS,>3,60,Elite,No Job
Female,White,42,22,Computer Science,>3,63,Elite,No Job
Female,White,25,6,Non CS,<=3,44,Non Elite,No Job
Male,White,39,22,Computer Science,<=3,45,Non Elite,No Job
Female,White,53,34,Non CS,>3,55,Non Elite,No Job
Female,White,44,24,Non CS,>3,82,Non Elite,No Job
Female,African American,56,39,Non CS,>3,78,Elite,No Job
Female,White,42,26,Non CS,>3,63,Non Elite,No Job
Male,White,54,36,Non CS,>3,58,Non Elite,No Job
Male,White,58,39,Non CS,<=3,58,Non Elite,No Job
Male,White,27,8,Non CS,>3,57,Elite,No Job
Male,White,45,26,Non CS,>3,92,Elite,No Job
Male,White,28,12,Computer Science,<=3,65,Non Elite,No Job
Male,White,29,12,Non CS,<=3,29,Elite,No Job
Male,African American,56,37,Computer Science,>3,74,Non Elite,Job
